id,date,price,stock_id
1,01/08/2012,15735.21,23
2,01/09/2012,17287.96,23
3,01/10/2012,17168.74,23
4,01/11/2012,16335.36,23
5,01/12/2012,17448.50,23
6,01/01/2013,17472.50,23
7,01/02/2013,17690.10,23
8,01/03/2013,16724.93,23
9,01/04/2013,15672.95,23
10,01/05/2013,14947.96,23
11,01/06/2013,14280.28,23
12,01/07/2013,13750.32,23
13,01/08/2013,14314.93,23
14,01/09/2013,13801.39,23
15,01/10/2013,14117.65,23
16,01/11/2013,13684.01,23
17,01/12/2013,13924.55,23
18,01/01/2014,14101.25,23
19,01/02/2014,14203.55,23
20,01/03/2014,15678.10,23
21,01/04/2014,17373.60,23
22,01/05/2014,19401.08,23
23,01/06/2014,18628.81,23
24,01/07/2014,19117.65,23
25,01/08/2014,18600.20,23
26,01/09/2014,18034.80,23
27,01/10/2014,15812.37,23
28,01/11/2014,15807.05,23
29,01/12/2014,15962.05,23
30,01/01/2015,14849.19,23
31,01/02/2015,14573.84,23
32,01/03/2015,13755.50,23
33,01/04/2015,12830.92,23
34,01/05/2015,13511.34,23
35,01/06/2015,12825.23,23
36,01/07/2015,11413.10,23
37,01/08/2015,10386.00,23
38,01/09/2015,9937.55,23
39,01/10/2015,10316.83,23
40,01/11/2015,9244.33,23
41,01/12/2015,8707.79,23
42,01/01/2016,8507.29,23
43,01/02/2016,8298.50,23
44,01/03/2016,8717.25,23
45,01/04/2016,8878.86,23
46,01/05/2016,8660.35,23
47,01/06/2016,8928.35,23
48,01/07/2016,10262.86,23
49,01/08/2016,10335.99,23
50,01/09/2016,10191.78,23
51,01/10/2016,10259.74,23
52,01/11/2016,11128.91,23
53,01/12/2016,10972.27,23
54,01/01/2017,9971.46,23
55,01/02/2017,10643.30,23
56,01/03/2017,10204.66,23
57,01/04/2017,9609.28,23
58,01/05/2017,9155.12,23
59,01/06/2017,8931.76,23
60,01/07/2017,9491.39,23
61,01/08/2017,10889.98,23
62,01/09/2017,11215.79,23
63,01/10/2017,11335.77,23
64,01/11/2017,11972.00,23
65,01/12/2017,11495.11,23
66,01/01/2018,12864.88,23
67,01/02/2018,13595.88,23
68,01/03/2018,13392.50,23
69,01/04/2018,13938.10,23
70,01/05/2018,14366.49,23
71,01/06/2018,15105.65,23
72,01/07/2018,13793.86,23
73,01/08/2018,13411.35,23
74,01/09/2018,12510.35,23
75,01/10/2018,12314.91,23
76,01/11/2018,11239.72,23
77,01/12/2018,10835.08,23
78,01/01/2019,11523.09,23
79,01/02/2019,12685.23,23
80,01/03/2019,13026.27,23
81,01/04/2019,12772.79,23
82,01/05/2019,12016.31,23
83,01/06/2019,11943.94,23
84,01/07/2019,13546.30,23
85,01/08/2019,15748.64,23
86,01/09/2019,17656.88,23
87,01/10/2019,17046.22,23
88,01/11/2019,15171.81,23
89,01/12/2019,13829.42,23
90,01/01/2020,13506.86,23
91,01/02/2020,12715.55,23
92,01/03/2020,11846.23,23
93,01/04/2020,11804.01,23
94,01/05/2020,12179.61,23
95,01/06/2020,12727.15,23
96,01/07/2020,13402.30,23
97,01/08/2020,14537.75,23
98,01/09/2020,14857.49,23
99,01/10/2020,15239.36,23
100,01/11/2020,15807.73,23
101,01/12/2020,16823.04,23
102,01/01/2021,17863.18,23
103,01/02/2021,18584.38,23
104,01/03/2021,16406.66,23
105,01/04/2021,16521.25,23
106,01/05/2021,17577.06,23
107,01/06/2021,17979.57,23
108,01/07/2021,18818.51,23
109,01/08/2021,19141.30,23
110,01/09/2021,19376.88,23
111,01/10/2021,19362.39,23
112,01/11/2021,19932.86,23
113,01/12/2021,20015.55,23
114,01/01/2022,22355.40,23
115,01/02/2022,24015.55,23
116,01/03/2022,33924.18,23
117,01/04/2022,33132.74,23
118,01/05/2022,28062.55,23
119,01/06/2022,25658.63,23
120,01/07/2022,21481.89,23
