id,Date,Close/Last,stock_id,,,
201,03/12/2022,2589.99,17,,,
202,03/11/2022,2589.51,17,,,
203,03/10/2022,2538.18,17,,,
204,03/09/2022,2605.06,17,,,
205,03/08/2022,2714.62,17,,,
206,03/07/2022,2538.86,17,,,
207,03/06/2022,2529.19,17,,,
208,03/03/2022,2833.49,17,,,
209,03/02/2022,2893.74,17,,,
210,03/01/2022,3007.96,17,,,
211,02/28/2022,2918.05,17,,,
212,02/27/2022,2613.14,17,,,
213,02/26/2022,2713.75,17,,,
214,02/25/2022,2819.57,17,,,
215,02/24/2022,2619.36,17,,,
216,02/23/2022,2396.84,17,,,
217,02/22/2022,2644.12,17,,,
218,02/21/2022,2529.98,17,,,
219,02/20/2022,2740.94,17,,,
220,02/19/2022,2689.1,17,,,
221,02/18/2022,2809.14,17,,,
222,02/17/2022,2892.8,17,,,
223,02/16/2022,3070.62,17,,,
224,02/15/2022,3121.66,17,,,
225,02/14/2022,3014.47,17,,,
226,02/13/2022,2859.28,17,,,
227,02/12/2022,2913.1,17,,,
228,02/11/2022,2932.54,17,,,
229,02/10/2022,3064.85,17,,,
230,02/09/2022,3160.31,17,,,
231,02/08/2022,3092.43,17,,,
232,02/07/2022,3153.36,17,,,
233,02/06/2022,3079.87,17,,,
234,02/05/2022,3015.9,17,,,
235,02/04/2022,3013.5,17,,,
236,02/03/2022,2684.81,17,,,
237,02/02/2022,2665.68,17,,,
238,02/01/2022,2758.18,17,,,
239,01/31/2022,2739.64,17,,,
240,01/30/2022,2500.93,17,,,
241,01/29/2022,2581.71,17,,,
242,01/28/2022,2542.32,17,,,
243,01/27/2022,2433.18,17,,,
244,01/26/2022,2393.86,17,,,
245,01/25/2022,2419.78,17,,,
246,01/24/2022,2382.8,17,,,
247,01/23/2022,2432.03,17,,,
248,01/22/2022,2432.4,17,,,
249,01/21/2022,2565.3,17,,,
250,01/20/2022,2866.5,17,,,
251,01/19/2022,3126.88,17,,,
252,01/18/2022,3103.21,17,,,
253,01/17/2022,3175.27,17,,,
254,01/16/2022,3270.61,17,,,
255,01/15/2022,3320.9,17,,,
256,01/14/2022,3304.08,17,,,
257,01/13/2022,3276.9,17,,,
258,01/12/2022,3337.49,17,,,
259,01/11/2022,3224.57,17,,,
260,01/10/2022,3112.72,17,,,
261,01/09/2022,3194.42,17,,,
262,01/08/2022,3132.94,17,,,
263,01/07/2022,3224.46,17,,,
264,01/06/2022,3205.8,17,,,
265,01/05/2022,3443.32,17,,,
266,01/04/2022,3812.97,17,,,
267,01/03/2022,3732.99,17,,,
268,01/02/2022,3792.07,17,,,
269,01/01/2022,3734.09,17,,,
270,12/31/2021,3718.22,17,,,
271,12/30/2021,3747.89,17,,,
272,12/29/2021,3666.66,17,,,
273,12/28/2021,3806.74,17,,,
274,12/27/2021,3916.49,17,,,
275,12/26/2021,4067.46,17,,,
276,12/25/2021,4020.84,17,,,
277,12/24/2021,4043.18,17,,,
278,12/23/2021,4095.4,17,,,
279,12/22/2021,3961.21,17,,,
280,12/21/2021,4052.6,17,,,
281,12/20/2021,4031.11,17,,,
282,12/19/2021,3926.78,17,,,
283,12/18/2021,4022.64,17,,,
284,12/17/2021,3888.19,17,,,
285,12/16/2021,3983.43,17,,,
286,12/15/2021,4011.95,17,,,
287,12/14/2021,3855.21,17,,,
288,12/13/2021,3773.3,17,,,
289,12/12/2021,4012.84,17,,,
290,12/11/2021,4016.89,17,,,
291,12/10/2021,4033.19,17,,,
292,12/09/2021,4133.21,17,,,
293,12/08/2021,4383.12,17,,,
294,12/07/2021,4314.5,17,,,
295,12/06/2021,4339.98,17,,,
296,12/05/2021,4168.07,17,,,
297,12/04/2021,4042.39,17,,,
298,12/03/2021,4045.83,17,,,
299,12/02/2021,4533.23,17,,,
300,12/01/2021,4507.02,17,,,
301,11/30/2021,4729.27,17,,,
302,11/29/2021,4444.57,17,,,
303,11/28/2021,4342.37,17,,,
304,11/27/2021,4017.06,17,,,
305,11/26/2021,4142.36,17,,,
306,11/25/2021,4416.37,17,,,
307,11/24/2021,4290.11,17,,,
308,11/23/2021,4265.98,17,,,
309,11/22/2021,4179.59,17,,,
310,11/21/2021,4174.26,17,,,
311,11/20/2021,4334.44,17,,,
312,11/19/2021,4278.03,17,,,
313,11/18/2021,4041.9,17,,,
314,11/17/2021,4271.87,17,,,
315,11/16/2021,4101.79,17,,,
316,11/15/2021,4352.61,17,,,
317,11/14/2021,4701.79,17,,,
318,11/13/2021,4637.12,17,,,
319,11/12/2021,4628.83,17,,,
320,11/11/2021,4780.75,17,,,
321,11/10/2021,4632.16,17,,,
322,11/09/2021,4714.79,17,,,
323,11/08/2021,4796.78,17,,,
324,11/07/2021,4716.81,17,,,
325,11/06/2021,4547.8,17,,,
326,11/05/2021,4486.79,17,,,
327,11/04/2021,4540.75,17,,,
328,11/03/2021,4552.3,17,,,
329,11/02/2021,4575.86,17,,,
330,11/01/2021,4314.85,17,,,
331,10/31/2021,4198.74,17,,,
332,10/30/2021,4367.71,17,,,
333,10/29/2021,4343.43,17,,,
334,10/28/2021,4364.58,17,,,
335,10/27/2021,3994.83,17,,,
336,10/26/2021,4211.74,17,,,
337,10/25/2021,4221.87,17,,,
338,10/24/2021,4138.39,17,,,
339,10/23/2021,4140.25,17,,,
340,10/22/2021,4029.33,17,,,
341,10/21/2021,4149.79,17,,,
342,10/20/2021,4178.42,17,,,
343,10/19/2021,3847.36,17,,,
344,10/18/2021,3820.01,17,,,
345,10/17/2021,3845.27,17,,,
346,10/16/2021,3878.53,17,,,
347,10/15/2021,3838.15,17,,,
348,10/14/2021,3823.41,17,,,
349,10/13/2021,3634.98,17,,,
350,10/12/2021,3504.78,17,,,
351,10/11/2021,3486.56,17,,,
352,10/10/2021,3504.81,17,,,
353,10/09/2021,3534.99,17,,,
354,10/08/2021,3583.71,17,,,
355,10/07/2021,3568.28,17,,,
356,10/06/2021,3528.87,17,,,
357,10/05/2021,3490.22,17,,,
358,10/04/2021,3385,17,,,
359,10/03/2021,3336.75,17,,,
360,10/02/2021,3384.23,17,,,
361,10/01/2021,3291.54,17,,,
362,09/30/2021,2975.1,17,,,
363,09/29/2021,3016.7,17,,,
364,09/28/2021,2882.84,17,,,
365,09/27/2021,3100.37,17,,,
366,09/26/2021,3112.18,17,,,
367,09/25/2021,2864.28,17,,,
368,09/24/2021,2913.53,17,,,
369,09/23/2021,3092.07,17,,,
370,09/22/2021,3100.94,17,,,
371,09/21/2021,2877.71,17,,,
372,09/20/2021,3003.49,17,,,
373,09/19/2021,3195.13,17,,,
374,09/18/2021,3421.26,17,,,
375,09/17/2021,3414.66,17,,,
376,09/16/2021,3563.49,17,,,
377,09/15/2021,3541.12,17,,,
378,09/14/2021,3401.87,17,,,
379,09/13/2021,3313.62,17,,,
380,09/12/2021,3293.51,17,,,
381,09/11/2021,3321.37,17,,,
382,09/10/2021,3229.21,17,,,
383,09/09/2021,3455.26,17,,,
384,09/08/2021,3458.75,17,,,
385,09/07/2021,3438.57,17,,,
386,09/06/2021,3914.16,17,,,
387,09/05/2021,3915.07,17,,,
388,09/04/2021,3848.31,17,,,
389,09/03/2021,3927.73,17,,,
390,09/02/2021,3806.62,17,,,
391,09/01/2021,3755.01,17,,,
392,08/31/2021,3432.28,17,,,
393,08/30/2021,3239.93,17,,,
394,08/29/2021,3159.02,17,,,
395,08/28/2021,3178.72,17,,,
396,08/27/2021,3244.45,17,,,
397,08/26/2021,3089.61,17,,,
398,08/25/2021,3147.62,17,,,
399,08/24/2021,3174.84,17,,,
400,08/23/2021,3324.24,17,,,
401,08/22/2021,3338.45,17,,,
402,08/21/2021,3223.84,17,,,
403,08/20/2021,3279.02,17,,,
404,08/19/2021,3215.36,17,,,
405,08/18/2021,2979.4,17,,,
406,08/17/2021,3034.38,17,,,
407,08/16/2021,3194.06,17,,,
408,08/15/2021,3270.12,17,,,
409,08/14/2021,3264.1,17,,,
410,08/13/2021,3295.54,17,,,
411,08/12/2021,3095.8,17,,,
412,08/11/2021,3225.43,17,,,
413,08/10/2021,3155.89,17,,,
414,08/09/2021,3108.45,17,,,
415,08/08/2021,2955.74,17,,,
416,08/07/2021,3119.42,17,,,
417,08/06/2021,2934.97,17,,,
418,08/05/2021,2757.81,17,,,
419,08/04/2021,2709.28,17,,,
420,08/03/2021,2500.93,17,,,
421,08/02/2021,2521.64,17,,,
422,08/01/2021,2561.15,17,,,
423,07/31/2021,2606.62,17,,,
424,07/30/2021,2463.06,17,,,
425,07/29/2021,2425,17,,,
426,07/28/2021,2283.3,17,,,
427,07/27/2021,2293.37,17,,,
428,07/26/2021,2182.63,17,,,
429,07/25/2021,2306.04,17,,,
430,07/24/2021,2151.35,17,,,
431,07/23/2021,2118.68,17,,,
432,07/22/2021,2056.82,17,,,
433,07/21/2021,1977.77,17,,,
434,07/20/2021,1798.7,17,,,
435,07/19/2021,1729.57,17,,,
436,07/18/2021,1888.19,17,,,
437,07/17/2021,1976.62,17,,,
438,07/16/2021,1870.38,17,,,
439,07/15/2021,1947.4,17,,,
440,07/14/2021,1982.3,17,,,
441,07/13/2021,1878.55,17,,,
442,07/12/2021,2031.42,17,,,
443,07/11/2021,2167.08,17,,,
444,07/10/2021,2089.53,17,,,
445,07/09/2021,2135.68,17,,,
446,07/08/2021,2117.86,17,,,
447,07/07/2021,2260.35,17,,,
448,07/06/2021,2333.62,17,,,
449,07/05/2021,2230.21,17,,,
450,07/04/2021,2256.11,17,,,
451,07/03/2021,2227.7,17,,,
452,07/02/2021,2122.05,17,,,
453,07/01/2021,2049.73,17,,,
454,06/30/2021,2190.22,17,,,
455,06/29/2021,2130.08,17,,,
456,06/28/2021,2102.82,17,,,
457,06/27/2021,1970.68,17,,,
458,06/26/2021,1881.53,17,,,
459,06/25/2021,1822.86,17,,,
460,06/24/2021,1997.79,17,,,
461,06/23/2021,1896.95,17,,,
462,06/22/2021,2004.42,17,,,
463,06/21/2021,1982.71,17,,,
464,06/20/2021,2158.98,17,,,
465,06/19/2021,2187.34,17,,,
466,06/18/2021,2180.05,17,,,
467,06/17/2021,2346.86,17,,,
468,06/16/2021,2429.97,17,,,
469,06/15/2021,2524.44,17,,,
470,06/14/2021,2590.68,17,,,
471,06/13/2021,2472.22,17,,,
472,06/12/2021,2334.35,17,,,
473,06/11/2021,2277.78,17,,,
474,06/10/2021,2461.2,17,,,
475,06/09/2021,2580.44,17,,,
476,06/08/2021,2459.62,17,,,
477,06/07/2021,2487.84,17,,,
478,06/06/2021,2767.38,17,,,
479,06/05/2021,2671.4,17,,,
480,06/04/2021,2756.26,17,,,
481,06/03/2021,2747.86,17,,,
482,06/02/2021,2717.24,17,,,
483,06/01/2021,2612.9,17,,,
484,05/31/2021,2625.66,17,,,
485,05/30/2021,2291.24,17,,,
486,05/29/2021,2291.18,17,,,
487,05/28/2021,2515.66,17,,,
488,05/27/2021,2703.48,17,,,
489,05/26/2021,2655.84,17,,,
490,05/25/2021,2825.76,17,,,
491,05/24/2021,2586.52,17,,,
492,05/23/2021,2151.1,17,,,
493,05/22/2021,2312.92,17,,,
494,05/21/2021,2333.99,17,,,
495,05/20/2021,2805.8,17,,,
496,05/19/2021,2448.76,17,,,
497,05/18/2021,3103.98,17,,,
498,05/17/2021,3388.7,17,,,
499,05/16/2021,3267.2,17,,,
500,05/15/2021,3798.62,17,,,
501,05/14/2021,4035.14,17,,,
502,05/13/2021,3807.61,17,,,
503,05/12/2021,3911.35,17,,,
504,05/11/2021,4318.2,17,,,
505,05/10/2021,3857.83,17,,,
506,05/09/2021,4053.56,17,,,
507,05/08/2021,3947.83,17,,,
508,05/07/2021,3526.88,17,,,
509,05/06/2021,3439.26,17,,,
510,05/05/2021,3466.61,17,,,
511,05/04/2021,3317.58,17,,,
512,05/03/2021,3239.54,17,,,
513,05/02/2021,3052.6,17,,,
514,05/01/2021,2912.25,17,,,
515,04/30/2021,2843.18,17,,,
516,04/29/2021,2740.19,17,,,
517,04/28/2021,2690.07,17,,,
518,04/27/2021,2642.5,17,,,
519,04/26/2021,2498.12,17,,,
520,04/25/2021,2445.16,17,,,
521,04/24/2021,2192.66,17,,,
522,04/23/2021,2302.55,17,,,
523,04/22/2021,2277.17,17,,,
524,04/21/2021,2379.77,17,,,
525,04/20/2021,2297.03,17,,,
526,04/19/2021,2104.16,17,,,
527,04/18/2021,2272.48,17,,,
528,04/17/2021,2081.57,17,,,
529,04/16/2021,2481.23,17,,,
530,04/15/2021,2505.26,17,,,
531,04/14/2021,2467.41,17,,,
532,04/13/2021,2340.08,17,,,
533,04/12/2021,2165.82,17,,,
534,04/11/2021,2148.11,17,,,
535,04/10/2021,2145.29,17,,,
536,04/09/2021,2143.07,17,,,
537,04/08/2021,2075.85,17,,,
538,04/07/2021,1992.68,17,,,
539,04/06/2021,2104.03,17,,,
540,04/05/2021,2121.24,17,,,
541,04/04/2021,2032.56,17,,,
542,04/03/2021,2008.59,17,,,
543,04/02/2021,2092.19,17,,,
544,04/01/2021,1993.19,17,,,
545,03/31/2021,1917.44,17,,,
546,03/30/2021,1819.79,17,,,
547,03/29/2021,1796.9,17,,,
548,03/28/2021,1698.17,17,,,
549,03/27/2021,1712.37,17,,,
550,03/26/2021,1694.38,17,,,
551,03/25/2021,1620.25,17,,,
552,03/24/2021,1572.02,17,,,
553,03/23/2021,1678.98,17,,,
554,03/22/2021,1697.77,17,,,
555,03/21/2021,1781.34,17,,,
556,03/20/2021,1784.54,17,,,
557,03/19/2021,1828,17,,,
558,03/18/2021,1782.3,17,,,
559,03/17/2021,1835.14,17,,,
560,03/16/2021,1766.73,17,,,
561,03/15/2021,1747.84,17,,,
562,03/14/2021,1885.23,17,,,
563,03/13/2021,1903.82,17,,,
564,03/12/2021,1755.68,17,,,
565,03/11/2021,1804.89,17,,,
566,03/10/2021,1798.94,17,,,
567,03/09/2021,1791.89,17,,,
568,03/08/2021,1843.43,17,,,
569,03/07/2021,1726.71,17,,,
570,03/06/2021,1657.64,17,,,
571,03/05/2021,1528.31,17,,,
572,03/04/2021,1483.07,17,,,
573,03/03/2021,1543.9,17,,,
574,03/02/2021,1543.85,17,,,
575,03/01/2021,1568.58,17,,,
576,02/28/2021,1444.09,17,,,
577,02/27/2021,1385.91,17,,,
578,02/26/2021,1503.8,17,,,
579,02/25/2021,1508.01,17,,,
580,02/24/2021,1595.49,17,,,
581,02/23/2021,1636.05,17,,,
582,02/22/2021,1609.62,17,,,
583,02/21/2021,1857.91,17,,,
584,02/20/2021,1937.85,17,,,
585,02/19/2021,2025.19,17,,,
586,02/18/2021,1904.01,17,,,
587,02/17/2021,1898.89,17,,,
588,02/16/2021,1740.05,17,,,
589,02/15/2021,1811.57,17,,,
590,02/14/2021,1710.87,17,,,
591,02/13/2021,1812.56,17,,,
592,02/12/2021,1859.33,17,,,
593,02/11/2021,1745.83,17,,,
594,02/10/2021,1722.27,17,,,
595,02/09/2021,1787.21,17,,,
596,02/08/2021,1739.05,17,,,
597,02/07/2021,1615.97,17,,,
598,02/06/2021,1588.25,17,,,
599,02/05/2021,1680.93,17,,,
600,02/04/2021,1634.08,17,,,
601,02/03/2021,1659.29,17,,,
602,02/02/2021,1554.28,17,,,
603,02/01/2021,1381.97,17,,,
604,01/31/2021,1318.04,17,,,
605,01/30/2021,1357.97,17,,,
606,01/29/2021,1346.21,17,,,
607,01/28/2021,1305.36,17,,,
608,01/27/2021,1279.75,17,,,
609,01/26/2021,1306.99,17,,,
610,01/25/2021,1330.64,17,,,
611,01/24/2021,1416.87,17,,,
612,01/23/2021,1314.48,17,,,
613,01/22/2021,1246.4,17,,,
614,01/21/2021,1154.44,17,,,
615,01/20/2021,1299.96,17,,,
616,01/19/2021,1359.85,17,,,
617,01/18/2021,1310.45,17,,,
618,01/17/2021,1197.31,17,,,
619,01/16/2021,1235.13,17,,,
620,01/15/2021,1178.3,17,,,
621,01/14/2021,1215,17,,,
622,01/13/2021,1106.15,17,,,
623,01/12/2021,1021.17,17,,,
624,01/11/2021,1085.9,17,,,
625,01/10/2021,1117.54,17,,,
626,01/09/2021,1322.28,17,,,
627,01/08/2021,1221.03,17,,,
628,01/07/2021,1170.08,17,,,
629,01/06/2021,1211.33,17,,,
630,01/05/2021,1115.89,17,,,
631,01/04/2021,1024.04,17,,,
632,01/03/2021,1020.94,17,,,
633,01/02/2021,774.3,17,,,
634,01/01/2021,729.49,17,,,
635,12/31/2020,742.94,17,,,
636,12/30/2020,741.69,17,,,
637,12/29/2020,729.47,17,,,
638,12/28/2020,700.79,17,,,
639,12/27/2020,704.46,17,,,
640,12/26/2020,643.1,17,,,
641,12/25/2020,632.16,17,,,
642,12/24/2020,608.98,17,,,
643,12/23/2020,577.76,17,,,
644,12/22/2020,619.31,17,,,
645,12/21/2020,611.52,17,,,
646,12/20/2020,644.66,17,,,
647,12/19/2020,647.33,17,,,
648,12/18/2020,654.9,17,,,
649,12/17/2020,645.76,17,,,
650,12/16/2020,639.81,17,,,
651,12/15/2020,584.1,17,,,
652,12/14/2020,589.41,17,,,
653,12/13/2020,584.53,17,,,
654,12/12/2020,568.16,17,,,
655,12/11/2020,553.73,17,,,
656,12/10/2020,545.75,17,,,
657,12/09/2020,568.12,17,,,
658,12/08/2020,549.8,17,,,
659,12/07/2020,589.53,17,,,
660,12/06/2020,595.05,17,,,
661,12/05/2020,599.63,17,,,
662,12/04/2020,579.52,17,,,
663,12/03/2020,605.8,17,,,
664,12/02/2020,594,17,,,
665,12/01/2020,582.44,17,,,
666,11/30/2020,606.09,17,,,
667,11/29/2020,584.4,17,,,
668,11/28/2020,541.13,17,,,
669,11/27/2020,511.77,17,,,
670,11/26/2020,520.17,17,,,
671,11/25/2020,526.94,17,,,
672,11/24/2020,586.46,17,,,
673,11/23/2020,618.57,17,,,
674,11/22/2020,580.38,17,,,
675,11/21/2020,546.66,17,,,
676,11/20/2020,506.03,17,,,
677,11/19/2020,487.04,17,,,
678,11/18/2020,476.65,17,,,
679,11/17/2020,492.79,17,,,
680,11/16/2020,465.31,17,,,
681,11/15/2020,449.43,17,,,
682,11/14/2020,458.82,17,,,
683,11/13/2020,468.91,17,,,
684,11/12/2020,463.56,17,,,
685,11/11/2020,458.7,17,,,
686,11/10/2020,460.3,17,,,
687,11/09/2020,451.7,17,,,
688,11/08/2020,451.3,17,,,
689,11/07/2020,439.91,17,,,
690,11/06/2020,457.44,17,,,
691,11/05/2020,429.42,17,,,
692,11/04/2020,403.94,17,,,
693,11/03/2020,385.66,17,,,
694,11/02/2020,374.33,17,,,
695,11/01/2020,397.5,17,,,
696,10/31/2020,386.96,17,,,
697,10/30/2020,382.13,17,,,
698,10/29/2020,385.39,17,,,
699,10/28/2020,390.06,17,,,
700,10/27/2020,406.19,17,,,
701,10/26/2020,392.37,17,,,
702,10/25/2020,408.61,17,,,
703,10/24/2020,415.04,17,,,
704,10/23/2020,412.14,17,,,
705,10/22/2020,413.28,17,,,
706,10/21/2020,393.07,17,,,
707,10/20/2020,378.6,17,,,
708,10/19/2020,379.95,17,,,
709,10/18/2020,373.64,17,,,
710,10/17/2020,368.52,17,,,
711,10/16/2020,367.51,17,,,
712,10/15/2020,377.24,17,,,
713,10/14/2020,376.75,17,,,
714,10/13/2020,382.98,17,,,
715,10/12/2020,383.73,17,,,
716,10/11/2020,374.08,17,,,
717,10/10/2020,370.46,17,,,
718,10/09/2020,376.76,17,,,
719,10/08/2020,350.34,17,,,
720,10/07/2020,339.24,17,,,
721,10/06/2020,337.78,17,,,
722,10/05/2020,353.76,17,,,
723,10/04/2020,351.76,17,,,
724,10/03/2020,345.86,17,,,
725,10/02/2020,348.24,17,,,
726,10/01/2020,352.13,17,,,
727,09/30/2020,362.29,17,,,
728,09/29/2020,355.89,17,,,
729,09/28/2020,353.32,17,,,
730,09/27/2020,358.32,17,,,
731,09/26/2020,358.88,17,,,
732,09/25/2020,351.83,17,,,
733,09/24/2020,345.97,17,,,
734,09/23/2020,324.78,17,,,
735,09/22/2020,341.82,17,,,
736,09/21/2020,343.17,17,,,
737,09/20/2020,374.19,17,,,
738,09/19/2020,381.83,17,,,
739,09/18/2020,382.35,17,,,
740,09/17/2020,387.14,17,,,
741,09/16/2020,378.77,17,,,
